response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
30.0012,0.0628,0.0000,0.0000,13.5816,16.3565,200,930.4060
30.0015,0.0609,0.0000,0.0000,6.5714,23.3692,200,930.4057
30.0003,0.0629,0.0000,0.0000,9.8314,20.1058,200,960.4065
30.0001,0.0582,0.0000,0.0000,5.8302,24.1117,200,960.4069
30.0001,0.0614,0.0000,0.0000,3.8201,26.1185,200,960.4070
30.0002,0.0591,0.0000,0.0000,14.8403,15.1007,200,960.4070
30.0001,0.0603,0.0000,0.0000,12.8345,17.1053,200,960.4071
30.0001,0.0608,0.0000,0.0000,7.8300,22.1092,200,960.4072
30.0004,0.0583,0.0000,0.0000,4.8249,25.1171,200,960.4068
30.0002,0.0615,0.0000,0.0000,19.8419,10.0967,200,960.4072
30.0002,0.0595,0.0000,0.0000,1.8227,28.1179,200,960.4072
30.0004,0.0594,0.0000,0.0000,1.0749,28.8660,200,960.4072
30.0001,0.0593,0.0000,0.0001,1.4428,28.4979,200,990.4068
30.0001,0.0594,0.0000,0.0000,2.4467,27.4939,200,990.4070
30.0001,0.0609,0.0000,0.0000,9.4501,20.4891,200,990.4071
30.0001,0.0621,0.0000,0.0000,12.4537,17.4843,200,990.4072
30.0000,0.0627,0.0000,0.0000,17.4609,12.4765,200,990.4074
30.0002,0.0659,0.0000,0.0000,19.4535,10.4808,200,990.4073
30.0002,0.0599,0.0000,0.0000,5.4468,24.4935,200,990.4073
30.0003,0.0596,0.0000,0.0000,13.4570,16.4836,200,990.4073
30.0002,0.0630,0.0000,0.0000,15.4568,14.4804,200,990.4074
30.0002,0.0617,0.0000,0.0000,3.4409,26.4976,200,990.4076
30.0001,0.0642,0.0000,0.0000,18.7368,11.1990,200,1020.4074
30.0006,0.0614,0.0000,0.0000,1.7225,28.2167,200,1020.4069
30.0005,0.0603,0.0000,0.0000,5.7246,24.2155,200,1020.4071
30.0001,0.0629,0.0000,0.0000,14.7369,15.2003,200,1020.4075
30.0001,0.0611,0.0000,0.0000,10.7312,19.2077,200,1020.4076
30.0004,0.0628,0.0000,0.0000,13.7337,16.2039,200,1020.4072
30.0004,0.0643,0.0000,0.0000,17.7366,12.1995,200,1020.4074
30.0002,0.0642,0.0000,0.0000,16.7370,13.1988,200,1020.4076
30.0006,0.0630,0.0000,0.0000,9.7292,20.2084,200,1020.4073
30.0004,0.0640,0.0000,0.0000,15.7348,14.2015,200,1020.4077
30.0005,0.0845,0.0000,0.0000,9.6649,20.2511,200,1050.4079
30.0015,0.0858,0.0000,0.0000,18.6778,11.2379,200,1050.4076
30.0017,0.0854,0.0000,0.0000,17.6730,12.2433,200,1050.4075
30.0012,0.0848,0.0000,0.0000,3.6584,26.2580,200,1050.4081
30.0017,0.0851,0.0000,0.0000,13.6738,16.2428,200,1050.4076
30.0019,0.0855,0.0000,0.0000,15.6759,14.2403,200,1050.4076
30.0017,0.0863,0.0000,0.0000,14.6723,15.2430,200,1050.4079
30.0019,0.0837,0.0000,0.0000,10.6669,19.2513,200,1050.4076
30.0022,0.0830,0.0000,0.0000,11.6716,18.2476,200,1050.4075
30.0019,0.0846,0.0000,0.0000,1.3622,28.5550,200,1050.4078
30.0001,0.0622,0.0000,0.0000,1.6945,28.2434,200,1080.4084
30.0003,0.0604,0.0000,0.0000,10.7075,19.2323,200,1080.4091
30.0001,0.0610,0.0000,0.0000,5.6997,24.2394,200,1080.4092
30.0001,0.0617,0.0000,0.0000,2.6974,27.2410,200,1080.4093
30.0002,0.0616,0.0000,0.0000,6.7008,23.2378,200,1080.4093
30.0000,0.0622,0.0000,0.0000,17.7155,12.2223,200,1080.4095
30.0001,0.0620,0.0000,0.0000,19.7185,10.2195,200,1080.4095
30.0001,0.0621,0.0000,0.0000,16.7146,13.2234,200,1080.4096
30.0001,0.0618,0.0000,0.0000,18.7209,11.2173,200,1080.4097
30.0002,0.0608,0.0000,0.0000,7.7043,22.2350,200,1080.4097
30.0004,0.0601,0.0000,0.0000,2.7044,27.2359,200,1110.4085
